postcode,offence_division,offence_subdivision,offence_subgroup,offence_count
3871,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,7
3871,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,3
3871,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2
3871,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1
3871,B Property and deception offences,B40 Theft,B49 Other theft,12
3873,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2
3874,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3874,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3874,B Property and deception offences,B40 Theft,B49 Other theft,3
3875,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,6
3875,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,17
3875,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,63
3875,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,64
3875,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2
3875,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,73
3875,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,145
3875,B Property and deception offences,B40 Theft,B43 Steal from a retail store,265
3875,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,22
3875,B Property and deception offences,B40 Theft,B49 Other theft,185
3878,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3878,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3878,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3878,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4
3878,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,6
3878,B Property and deception offences,B40 Theft,B49 Other theft,4
3880,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4
3880,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3880,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,9
3880,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,8
3880,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1
3880,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3880,B Property and deception offences,B40 Theft,B49 Other theft,13
3882,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3882,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3882,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3882,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,5
3882,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2
3882,B Property and deception offences,B40 Theft,B49 Other theft,6
3885,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4
3885,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2
3885,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2
3885,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3885,B Property and deception offences,B40 Theft,B49 Other theft,3
3886,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3886,B Property and deception offences,B40 Theft,B49 Other theft,2
3887,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3887,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3887,B Property and deception offences,B40 Theft,B49 Other theft,5
3888,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,5
3888,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,19
3888,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,16
3888,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,13
3888,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,16
3888,B Property and deception offences,B40 Theft,B43 Steal from a retail store,15
3888,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3888,B Property and deception offences,B40 Theft,B49 Other theft,22
3889,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3890,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3890,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1
3890,B Property and deception offences,B40 Theft,B49 Other theft,8
3892,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3892,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3892,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,3
3892,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1
3892,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3892,B Property and deception offences,B40 Theft,B49 Other theft,4
3893,B Property and deception offences,B40 Theft,B49 Other theft,2
3895,B Property and deception offences,B40 Theft,B49 Other theft,1
3896,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3896,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3896,B Property and deception offences,B40 Theft,B49 Other theft,5
3898,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3898,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3898,B Property and deception offences,B40 Theft,B49 Other theft,5
3900,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3900,B Property and deception offences,B40 Theft,B49 Other theft,1
3902,B Property and deception offences,B40 Theft,B49 Other theft,5
3903,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3903,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3903,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,4
3903,B Property and deception offences,B40 Theft,B49 Other theft,1
3904,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3904,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3904,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3904,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3904,B Property and deception offences,B40 Theft,B49 Other theft,3
3909,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4
3909,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3
3909,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,22
3909,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,10
3909,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,12
3909,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,54
3909,B Property and deception offences,B40 Theft,B43 Steal from a retail store,47
3909,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,7
3909,B Property and deception offences,B40 Theft,B49 Other theft,63
3910,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4
3910,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3910,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,15
3910,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,33
3910,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,31
3910,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2
3910,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,76
3910,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,164
3910,B Property and deception offences,B40 Theft,B43 Steal from a retail store,45
3910,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3910,B Property and deception offences,B40 Theft,B49 Other theft,96
3911,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3911,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3911,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3911,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,10
3911,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4
3911,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3911,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,11
3911,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,31
3911,B Property and deception offences,B40 Theft,B43 Steal from a retail store,21
3911,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3911,B Property and deception offences,B40 Theft,B49 Other theft,58
3912,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3
3912,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,5
3912,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,34
3912,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,21
3912,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,47
3912,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,105
3912,B Property and deception offences,B40 Theft,B43 Steal from a retail store,190
3912,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3912,B Property and deception offences,B40 Theft,B49 Other theft,50
3913,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3913,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,8
3913,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,17
3913,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,14
3913,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,29
3913,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3
3913,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3913,B Property and deception offences,B40 Theft,B49 Other theft,10
3915,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4
3915,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,11
